PDB ID,-log(Kd/Ki),set
2ncz,3.85,general
2vhq,3.85,general
3kqo,3.85,general
3wq5,3.85,general
4ivk,3.85,general
5dhp,3.85,general
5qat,3.85,general
5tha,3.85,general
5wkh,3.85,general
6czd,3.85,general
6ovz,3.85,general
3lbz,3.86,general
3rtx,3.86,general
4bnt,3.86,general
5dtq,3.86,general
5wxg,3.86,general
5ylj,3.86,general
2f6y,3.87,general
2y55,3.87,general
3g2l,3.87,general
3h03,3.87,general
3npa,3.87,general
4ab8,3.87,general
4ijl,3.87,general
5iyv,3.87,general
5wkf,3.87,general
6b7f,3.87,general
3dda,3.88,general
4prb,3.88,general
5afk,3.88,general
5lm4,3.88,general
5mk1,3.88,general
6klk,3.88,general
6mt6,3.88,general
1xfv,3.89,general
2x85,3.89,general
2xiz,3.89,general
3obx,3.89,general
3src,3.89,general
3ti1,3.89,general
3u4i,3.89,general
3umo,3.89,general
4dgb,3.89,general
4dhn,3.89,general
4lqy,3.89,general
5etu,3.89,general
5iu6,3.89,general
5kde,3.89,general
6ckl,3.89,general
1exw,3.9,general
1slg,3.9,general
2xel,3.9,general
2xpc,3.9,general
3wk7,3.9,general
3zj8,3.9,general
3zvw,3.9,general
4k5n,3.9,general
4kqq,3.9,general
4kqr,3.9,general
4men,3.9,general
5ai8,3.9,general
5lzj,3.9,general
5mli,3.9,general
5nzm,3.9,general
6cjj,3.9,general
9icd,3.9,general
2oei,3.91,general
2vte,3.91,general
3l5b,3.91,general
5b1s,3.91,general
5qaa,3.91,general
6min,3.91,general
1ahx,3.92,general
2l8r,3.92,general
2vth,3.92,general
2yim,3.92,general
3fgc,3.92,general
3gk4,3.92,general
3uih,3.92,general
3zhf,3.92,general
4i2w,3.92,general
4pd7,3.92,general
5axi,3.92,general
5hn7,3.92,general
5t1i,3.92,general
3jvk,3.93,general
3qi4,3.93,general
4dho,3.93,general
6d49,3.93,general
6d4a,3.93,general
1z3t,3.94,general
2h9n,3.94,general
3bwk,3.94,general
3pp7,3.94,general
3t0m,3.94,general
4fcm,3.94,general
4hv3,3.94,general
4k3q,3.94,general
4kva,3.94,general
4rgd,3.94,general
5lws,3.94,general
5o1g,3.94,general
2lo6,3.95,general
2xvn,3.95,general
3c0z,3.95,general
3fsj,3.95,general
3kze,3.95,general
5f5b,3.95,general
5izc,3.95,general
5o1c,3.95,general
6fdq,3.95,general
1x9d,3.96,general
2ad5,3.96,general
2kvm,3.96,general
2l1b,3.96,general
2odd,3.96,general
2vi5,3.96,general
3h2a,3.96,general
3uxg,3.96,general
4ac3,3.96,general
4ce3,3.96,general
4joj,3.96,general
4yyn,3.96,general
4zmf,3.96,general
5c3k,3.96,general
5ofx,3.96,general
5qa7,3.96,general
5qan,3.96,general
5yvt,3.96,general
6fgf,3.96,general
6npm,3.96,general
1ai6,3.97,general
1l5q,3.97,general
2flh,3.97,general
3fu6,3.97,general
4aa2,3.97,general
4twy,3.97,general
6ha4,3.97,general
2l7u,3.98,general
2uup,3.98,general
4k5o,3.98,general
5c7f,3.98,general
5c85,3.98,general
5f2w,3.98,general
5jdc,3.98,general
5jek,3.98,general
6bef,3.98,general
6fx1,3.98,general
1ax2,3.99,general
2g8r,3.99,general
2q8y,3.99,general
3chg,3.99,general
4edu,3.99,general
4u2y,3.99,general
4w53,3.99,general
5jim,3.99,general
5t70,3.99,general
1a7c,4.0,general
1a86,4.0,general
1fhr,4.0,general
1gfz,4.0,general
1j4k,4.0,general
1jyi,4.0,general
1kqb,4.0,general
1mx1,4.0,general
1nu3,4.0,general
1s9v,4.0,general
1tlo,4.0,general
1utt,4.0,general
1wc6,4.0,general
1z3c,4.0,general
2bow,4.0,general
2brp,4.0,general
2c8y,4.0,general
2j9l,4.0,general
2ja3,4.0,general
2kfx,4.0,general
2kp8,4.0,general
2ohr,4.0,general
2qcg,4.0,general
3c4e,4.0,general
3fck,4.0,general
3qzt,4.0,general
3r9h,4.0,general
3r9o,4.0,general
3rpr,4.0,general
3rzb,4.0,general
3tvl,4.0,general
4ai8,4.0,general
4ayw,4.0,general
4bcw,4.0,general
4cfu,4.0,general
4gjb,4.0,general
4gxs,4.0,general
4iz0,4.0,general
4l7g,4.0,general
4tuh,4.0,general
4ucd,4.0,general
4usj,4.0,general
4wym,4.0,general
4ylu,4.0,general
5a5p,4.0,general
5akk,4.0,general
5bvk,4.0,general
5f04,4.0,general
5f0c,4.0,general
5f27,4.0,general
5fpp,4.0,general
5j6s,4.0,general
5jao,4.0,general
5jv2,4.0,general
5kql,4.0,general
5npc,4.0,general
5npe,4.0,general
5nw8,4.0,general
5ous,4.0,general
5qam,4.0,general
5qap,4.0,general
6axq,4.0,general
6cvd,4.0,general
6eh2,4.0,general
6em6,4.0,general
6hry,4.0,general
6hrz,4.0,general
6i15,4.0,general
6i16,4.0,general
6rnu,4.0,general
6uvp,4.0,general
1b42,4.01,general
1c5z,4.01,general
2aoi,4.01,general
2vtl,4.01,general
2xz5,4.01,general
3kqw,4.01,general
3s3k,4.01,general
4eym,4.01,general
5auz,4.01,general
5hlb,4.01,general
5hn8,4.01,general
5tg5,4.01,general
5wf7,4.01,general
5xof,4.01,general
6bec,4.01,general
6fam,4.01,general
6rk4,4.01,general
3as1,4.02,general
3ddb,4.02,general
3np7,4.02,general
3ztd,4.02,general
4k8a,4.02,general
5e3d,4.02,general
5glu,4.02,general
5thn,4.02,general
5u5k,4.02,general
6bgg,4.02,general
1mv0,4.03,general
2ohp,4.03,general
2qrm,4.03,general
2rm0,4.03,general
2w0z,4.03,general
3mt7,4.03,general
3ueo,4.03,general
4bi2,4.03,general
4kab,4.03,general
4pri,4.03,general
4wmv,4.03,general
5fow,4.03,general
5hng,4.03,general
5oui,4.03,general
5w4s,4.03,general
5xo2,4.03,general
5yqn,4.03,general
6ex0,4.03,general
6fns,4.03,general
1l7x,4.04,general
2c02,4.04,general
4nmp,4.04,general
4ps0,4.04,general
4y2v,4.04,general
5epr,4.04,general
6at0,4.04,general
1awi,4.05,general
1pwy,4.05,general
1r4w,4.05,general
1toi,4.05,general
1tuf,4.05,general
2rk7,4.05,general
3ck7,4.05,general
3d9n,4.05,general
3fjz,4.05,general
3isw,4.05,general
3thd,4.05,general
4xm6,4.05,general
4y32,4.05,general
5mk3,4.05,general
5mob,4.05,general
5vdp,4.05,general
2clo,4.06,general
2loz,4.06,general
3h2f,4.06,general
4b85,4.06,general
4fem,4.06,general
5h9s,4.06,general
5or9,4.06,general
5x4o,4.06,general
1at6,4.07,general
1gj4,4.07,general
1wax,4.07,general
2va5,4.07,general
2vtd,4.07,general
2wgi,4.07,general
2x5o,4.07,general
3avb,4.07,general
3mag,4.07,general
3mct,4.07,general
4bdb,4.07,general
4eft,4.07,general
4jok,4.07,general
6agg,4.07,general
1lb6,4.08,general
1n2v,4.08,general
1y2g,4.08,general
1yci,4.08,general
2auc,4.08,general
2d06,4.08,general
2kmx,4.08,general
3f8w,4.08,general
3r42,4.08,general
3rxo,4.08,general
4xdo,4.08,general
5a5z,4.08,general
5ksu,4.08,general
1jn2,4.09,general
1y2b,4.09,general
2lk1,4.09,general
3chc,4.09,general
3g2n,4.09,general
3rmf,4.09,general
4bdf,4.09,general
4c1h,4.09,general
4mji,4.09,general
4p72,4.09,general
4qkd,4.09,general
6beh,4.09,general
1gwm,4.1,general
1lxf,4.1,general
1rry,4.1,general
1rzx,4.1,general
2f18,4.1,general
2qiq,4.1,general
2qju,4.1,general
2uw3,4.1,general
2xuc,4.1,general
3b78,4.1,general
3ewz,4.1,general
4c66,4.1,general
4do3,4.1,general
4k6t,4.1,general
4p75,4.1,general
4uyd,4.1,general
5hv1,4.1,general
5w7x,4.1,general
6c98,4.1,general
6djj,4.1,general
6f6d,4.1,general
6psb,4.1,general
6sze,4.1,general
1d6s,4.11,general
1z3v,4.11,general
2c1n,4.11,general
2o9k,4.11,general
2uw8,4.11,general
3l5d,4.11,general
3ncr,4.11,general
4bdh,4.11,general
4lh6,4.11,general
5kam,4.11,general
5mtv,4.11,general
6jjn,4.11,general
6nfg,4.11,general
1bsk,4.12,general
1e55,4.12,general
1i33,4.12,general
1uy8,4.12,general
3fu5,4.12,general
3ivq,4.12,general
3mkn,4.12,general
3th0,4.12,general
4aa1,4.12,general
4bdg,4.12,general
4mi3,4.12,general
4whq,4.12,general
4whr,4.12,general
5o5h,4.12,general
6g92,4.12,general
1v2q,4.13,general
4hxj,4.13,general
6rhe,4.13,general
1gny,4.14,general
3adu,4.14,general
3sna,4.14,general
3t4n,4.14,general
3tvx,4.14,general
4cc3,4.14,general
4k6u,4.14,general
4trw,4.14,general
5fpi,4.14,general
5v5o,4.14,general
6cct,4.14,general
1om9,4.15,general
2alv,4.15,general
2mc1,4.15,general
2toh,4.15,general
3axk,4.15,general
3c8e,4.15,general
3dz2,4.15,general
3m56,4.15,general
3q8h,4.15,general
3r9d,4.15,general
3wk9,4.15,general
4esi,4.15,general
4o45,4.15,general
4ok3,4.15,general
5afm,4.15,general
5njx,4.15,general
5ow1,4.15,general
5oy3,4.15,general
5qau,4.15,general
5qav,4.15,general
5qb2,4.15,general
6h0b,4.15,general
6n9t,4.15,general
3d3x,4.16,general
3qzv,4.16,general
4bi1,4.16,general
4klb,4.16,general
5epp,4.16,general
5t8q,4.16,general
6f55,4.16,general
1mns,4.17,general
2pl9,4.17,general
2vxj,4.17,general
3d9l,4.17,general
4azt,4.17,general
4b9w,4.17,general
4jof,4.17,general
4nzb,4.17,general
4q1s,4.17,general
4w54,4.17,general
5f41,4.17,general
5ldk,4.17,general
5wa1,4.17,general
5x4n,4.17,general
6c28,4.17,general
6cyg,4.17,general
1o9e,4.18,general
2lh8,4.18,general
2qfu,4.18,general
3avl,4.18,general
5m1z,4.18,general
5o0b,4.18,general
5op8,4.18,general
5yyz,4.18,general
6euz,4.18,general
6f8g,4.18,general
6hor,4.18,general
1at5,4.19,general
1k3t,4.19,general
2lya,4.19,general
2pmc,4.19,general
2wl4,4.19,general
3ayd,4.19,general
3cr5,4.19,general
3ds4,4.19,general
3ee2,4.19,general
3f3a,4.19,general
3my5,4.19,general
3nok,4.19,general
3srb,4.19,general
4j8g,4.19,general
4yyi,4.19,general
5lt9,4.19,general
5mih,4.19,general
6b0y,4.19,general
6cee,4.19,general
6v1c,4.19,general
1n3z,4.2,general
2r2b,4.2,general
2x4s,4.2,general
3b8h,4.2,general
3hqh,4.2,general
3rg2,4.2,general
4tww,4.2,general
4wbo,4.2,general
4x1p,4.2,general
5dp4,4.2,general
5fdd,4.2,general
5mrh,4.2,general
5ofi,4.2,general
5ofu,4.2,general
6d5w,4.2,general
1ulg,4.21,general
1yon,4.21,general
2j83,4.21,general
2qmj,4.21,general
3sov,4.21,general
3uec,4.21,general
3wkb,4.21,general
4pda,4.21,general
4tw6,4.21,general
4ucs,4.21,general
5jcb,4.21,general
5n20,4.21,general
5t6z,4.21,general
6g8p,4.21,general
6gg3,4.21,general
6i41,4.21,general
1aze,4.22,general
1gx0,4.22,general
1joj,4.22,general
2imb,4.22,general
2kzu,4.22,general
2l65,4.22,general
2ltw,4.22,general
2w6o,4.22,general
4asy,4.22,general
4k63,4.22,general
4own,4.22,general
4yy6,4.22,general
4zh4,4.22,general
5niy,4.22,general
5tig,4.22,general
6bmr,4.22,general
6gxa,4.22,general
1prl,4.23,general
1prm,4.23,general
2ndf,4.23,general
3nii,4.23,general
4bi0,4.23,general
4x3h,4.23,general
5ak4,4.23,general
5hna,4.23,general
5kap,4.23,general
5umw,4.23,general
6imb,4.23,general
6imd,4.23,general
6nng,4.23,general
6qqt,4.23,general
2ksp,4.24,general
2x52,4.24,general
3ayc,4.24,general
3cj3,4.24,general
3uwk,4.24,general
4f8h,4.24,general
4fpk,4.24,general
5ajc,4.24,general
5cu2,4.24,general
5npf,4.24,general
5o0s,4.24,general
6cq5,4.24,general
6fsd,4.24,general
6k5t,4.24,general
6s7k,4.24,general
1juq,4.25,general
2mji,4.25,general
3d27,4.25,general
3u4h,4.25,general
4k75,4.25,general
4lpg,4.25,general
5j4n,4.25,general
5om9,4.25,general
5q0i,4.25,general
6bhi,4.25,general
1u8t,4.26,general
2l12,4.26,general
3lk1,4.26,general
3tdh,4.26,general
3zmv,4.26,general
4w9n,4.26,general
4xtp,4.26,general
5uiq,4.26,general
6bod,4.26,general
6e05,4.26,general
6e06,4.26,general
6i7a,4.26,general
6mxe,4.26,general
6n9h,4.26,general
6naf,4.26,general
1g6r,4.27,general
1uyg,4.27,general
3ijg,4.27,general
4aoc,4.27,general
4bhz,4.27,general
4h36,4.27,general
6hou,4.27,general
6k5r,4.27,general
1gx4,4.28,general
1i5h,4.28,general
1ml1,4.28,general
2g96,4.28,general
2jo9,4.28,general
2wmr,4.28,general
3cr4,4.28,general
3i4a,4.28,general
3tzd,4.28,general
4b95,4.28,general
4fak,4.28,general
4nq6,4.28,general
4wcf,4.28,general
4y2s,4.28,general
5a6n,4.28,general
5al1,4.28,general
6b7d,4.28,general
6eku,4.28,general
6ghv,4.28,general
6hks,4.28,general
6hv2,4.28,general
6mlf,4.28,general
1v2m,4.29,general
3zyh,4.29,general
4z7q,4.29,general
5orb,4.29,general
5t8r,4.29,general
6qwi,4.29,general
1mfg,4.3,general
1ppw,4.3,general
1qm4,4.3,general
1rs2,4.3,general
1xsc,4.3,general
2cll,4.3,general
2csm,4.3,general
2exg,4.3,general
2pix,4.3,general
2q7y,4.3,general
2xnn,4.3,general
2ylp,4.3,general
2ylq,4.3,general
3moe,4.3,general
3mta,4.3,general
3n46,4.3,general
3obu,4.3,general
3zmu,4.3,general
4cqf,4.3,general
4hwt,4.3,general
4iu1,4.3,general
4jc1,4.3,general
4kij,4.3,general
4o24,4.3,general
4o43,4.3,general
4o5g,4.3,general
4u0a,4.3,general
4u0b,4.3,general
4wyz,4.3,general
4xhv,4.3,general
5aic,4.3,general
5d6e,4.3,general
5dtk,4.3,general
5dtm,4.3,general
5e3g,4.3,general
5euk,4.3,general
5f88,4.3,general
5hn9,4.3,general
5i2i,4.3,general
5ivz,4.3,general
5mfr,4.3,general
5mys,4.3,general
5o5f,4.3,general
5vt1,4.3,general
5zku,4.3,general
5zla,4.3,general
6ey7,4.3,general
6fdt,4.3,general
6fug,4.3,general
6fv2,4.3,general
6hdn,4.3,general
6n69,4.3,general
6nzk,4.3,general
1rgk,4.31,general
2wkt,4.31,general
2z3z,4.31,general
3q5u,4.31,general
3r8z,4.31,general
3vb4,4.31,general
3vb7,4.31,general
3wk8,4.31,general
4b7z,4.31,general
4mi6,4.31,general
4ny3,4.31,general
4u0c,4.31,general
4u0d,4.31,general
4u68,4.31,general
5khh,4.31,general
5mka,4.31,general
5mkj,4.31,general
5ogl,4.31,general
5qb3,4.31,general
1gu3,4.32,general
2boi,4.32,general
2x4u,4.32,general
3c3q,4.32,general
3nth,4.32,general
3tpu,4.32,general
4hco,4.32,general
6i5p,4.32,general
2uze,4.33,general
2xo8,4.33,general
3aya,4.33,general
3l7a,4.33,general
4cc2,4.33,general
4cc7,4.33,general
4ijh,4.33,general
5ods,4.33,general
6mdd,4.33,general
1jyc,4.34,general
2ha5,4.34,general
2iv9,4.34,general
3r5m,4.34,general
3uvx,4.34,general
4lys,4.34,general
4nxr,4.34,general
4yxd,4.34,general
5agi,4.34,general
5goe,4.34,general
5yc1,4.34,general
1t37,4.35,general
1zm6,4.35,general
2rok,4.35,general
3feg,4.35,general
4a2a,4.35,general
4eeh,4.35,general
4ez3,4.35,general
4j82,4.35,general
5erg,4.35,general
5hjc,4.35,general
5l6i,4.35,general
5vt4,4.35,general
6cec,4.35,general
6i0r,4.35,general
1n5z,4.36,general
1wbw,4.36,general
1we2,4.36,general
2fys,4.36,general
3c3o,4.36,general
3dpc,4.36,general
3rsr,4.36,general
3wpn,4.36,general
4idz,4.36,general
5alv,4.36,general
5mf6,4.36,general
5ti3,4.36,general
5ujo,4.36,general
5wbp,4.36,general
6fer,4.36,general
6gih,4.36,general
6qme,4.36,general
1bug,4.37,general
2jdy,4.37,general
2zif,4.37,general
4clz,4.37,general
4dt2,4.37,general
4o3t,4.37,general
5cuu,4.37,general
5d6f,4.37,general
5sy3,4.37,general
1p7m,4.38,general
1qvt,4.38,general
2wmu,4.38,general
2y4a,4.38,general
3guz,4.38,general
3nfl,4.38,general
3sc1,4.38,general
3snb,4.38,general
4ce1,4.38,general
5afj,4.38,general
5ut4,4.38,general
6h75,4.38,general
1jh1,4.39,general
1uyc,4.39,general
3c3r,4.39,general
3e62,4.39,general
3snc,4.39,general
3tll,4.39,general
4b82,4.39,general
4bek,4.39,general
4mdr,4.39,general
4p4t,4.39,general
5e8w,4.39,general
5hfj,4.39,general
5mar,4.39,general
5ti5,4.39,general
6eu6,4.39,general
6keb,4.39,general
1btn,4.4,general
1jmq,4.4,general
1py1,4.4,general
2ohs,4.4,general
2vio,4.4,general
3ava,4.4,general
3fcf,4.4,general
3fn0,4.4,general
3i5r,4.4,general
3itu,4.4,general
3jzg,4.4,general
3l6x,4.4,general
3np9,4.4,general
3unn,4.4,general
3va4,4.4,general
3zls,4.4,general
4b80,4.4,general
4pl0,4.4,general
4zh3,4.4,general
5aer,4.4,general
5ai6,4.4,general
5fsm,4.4,general
5ivf,4.4,general
5l44,4.4,general
5mri,4.4,general
6cha,4.4,general
6hot,4.4,general
6i0p,4.4,general
6r0s,4.4,general
6r0u,4.4,general
6r12,4.4,general
6r1x,4.4,general
6rsa,4.4,general
7kme,4.4,general
1i8j,4.41,general
1l6s,4.41,general
2ypp,4.41,general
3iqi,4.41,general
3rqf,4.41,general
3vb6,4.41,general
3zqt,4.41,general
4fpf,4.41,general
4qn9,4.41,general
4usi,4.41,general
5bot,4.41,general
5dtr,4.41,general
5km2,4.41,general
5oh1,4.41,general
6qtx,4.41,general
1h00,4.42,general
1rsi,4.42,general
2poq,4.42,general
2vr0,4.42,general
2wfg,4.42,general
3igb,4.42,general
3p23,4.42,general
3qvv,4.42,general
3rtm,4.42,general
4nrb,4.42,general
5eps,4.42,general
5h9q,4.42,general
5jcj,4.42,general
5mk9,4.42,general
5sz9,4.42,general
5xp7,4.42,general
6cd9,4.42,general
6jax,4.42,general
6o3y,4.42,general
1rgl,4.43,general
1rst,4.43,general
2a3c,4.43,general
2f6v,4.43,general
2ha0,4.43,general
3art,4.43,general
3b82,4.43,general
3m3e,4.43,general
3pxf,4.43,general
3pxq,4.43,general
3tvw,4.43,general
3vbt,4.43,general
4bdd,4.43,general
4joo,4.43,general
4mnq,4.43,general
4xhl,4.43,general
5knt,4.43,general
5tus,4.43,general
5w1v,4.43,general
6u80,4.43,general
1k2v,4.44,general
2aoh,4.44,general
2q9y,4.44,general
3ex3,4.44,general
3hfj,4.44,general
3iiw,4.44,general
3k27,4.44,general
3okc,4.44,general
3pd3,4.44,general
3wb4,4.44,general
4d1b,4.44,general
4dhp,4.44,general
4hcz,4.44,general
4jfd,4.44,general
4k3o,4.44,general
4pd6,4.44,general
4rrr,4.44,general
4x2l,4.44,general
4zsr,4.44,general
5hed,4.44,general
5mrd,4.44,general
6c3l,4.44,general
1zhk,4.45,general
3atp,4.45,general
4g2r,4.45,general
4h71,4.45,general
5gow,4.45,general
6ccu,4.45,general
6g8k,4.45,general
1qvu,4.46,general
1v1k,4.46,general
1w84,4.46,general
1wvc,4.46,general
2h9m,4.46,general
2j4q,4.46,general
2lyb,4.46,general
2pt9,4.46,general
2v85,4.46,general
2v86,4.46,general
2w2u,4.46,general
2zit,4.46,general
3bmn,4.46,general
3jq8,4.46,general
3jqa,4.46,general
3jqf,4.46,general
3pqz,4.46,general
3sgv,4.46,general
3tsz,4.46,general
4urn,4.46,general
5akg,4.46,general
6cq0,4.46,general
6ufo,4.46,general
2bj4,4.47,general
2f70,4.47,general
2v83,4.47,general
3hec,4.47,general
3skk,4.47,general
4cix,4.47,general
4lh7,4.47,general
4mra,4.47,general
4odq,4.47,general
4owo,4.47,general
4ym4,4.47,general
5afn,4.47,general
5dtj,4.47,general
5eay,4.47,general
5el2,4.47,general
5ifu,4.47,general
6gcl,4.47,general
1r5v,4.48,general
1zkk,4.48,general
2jq9,4.48,general
2wwj,4.48,general
2xln,4.48,general
3bsc,4.48,general
3pd4,4.48,general
3s0o,4.48,general
3udm,4.48,general
3vd7,4.48,general
4bvb,4.48,general
4eke,4.48,general
4rxc,4.48,general
5a7y,4.48,general
5f0h,4.48,general
5lca,4.48,general
5o1e,4.48,general
5swg,4.48,general
5wxf,4.48,general
5yto,4.48,general
6c5f,4.48,general
6gh9,4.48,general
6gqm,4.48,general
6hoy,4.48,general
6qrf,4.48,general
6r8p,4.48,general
2prj,4.49,general
3f9y,4.49,general
3h26,4.49,general
3l2y,4.49,general
3udk,4.49,general
4ccd,4.49,general
4dhq,4.49,general
4el0,4.49,general
4nmq,4.49,general
5wii,4.49,general
6dyo,4.49,general
6g86,4.49,general
6mt5,4.49,general
1d6n,4.5,general
2eg8,4.5,general
3n7h,4.5,general
3ro0,4.5,general
4dcx,4.5,general
4j81,4.5,general
5lj1,4.5,general
6j7l,4.5,general
1zkn,4.51,general
2xct,4.51,general
2yog,4.51,general
2zlf,4.51,general
3puj,4.51,general
4d2w,4.51,general
4jfe,4.51,general
4jxv,4.51,general
4ok5,4.51,general
4z2o,4.51,general
5aqg,4.51,general
5auv,4.51,general
5k6a,4.51,general
5l8n,4.51,general
6bau,4.51,general
1a85,4.52,general
1gu1,4.52,general
1uyf,4.52,general
1xz8,4.52,general
1z4n,4.52,general
2bua,4.52,general
2gfk,4.52,general
2h1h,4.52,general
2lyw,4.52,general
2opy,4.52,general
2puy,4.52,general
2vl8,4.52,general
2vur,4.52,general
2wl5,4.52,general
2xf0,4.52,general
3ccb,4.52,general
3dga,4.52,general
3fdt,4.52,general
3g4f,4.52,general
3ksl,4.52,general
3lau,4.52,general
3q7j,4.52,general
3r0w,4.52,general
3t0l,4.52,general
3w5t,4.52,general
4dcy,4.52,general
4igq,4.52,general
4p0a,4.52,general
4pku,4.52,general
4pml,4.52,general
4pnn,4.52,general
4pns,4.52,general
4pyn,4.52,general
4pyo,4.52,general
5awt,4.52,general
5jhd,4.52,general
5myn,4.52,general
5o1a,4.52,general
5th2,4.52,general
5w88,4.52,general
5wcl,4.52,general
5y20,4.52,general
6ami,4.52,general
6ccn,4.52,general
6f3f,4.52,general
6qdx,4.52,general
3l81,4.53,general
3otx,4.53,general
3ued,4.53,general
4x49,4.53,general
5dms,4.53,general
5o0e,4.53,general
5tg7,4.53,general
6aji,4.53,general
6em7,4.53,general
6ema,4.53,general
6eru,4.53,general
6esa,4.53,general
6evp,4.53,general
6i10,4.53,general
1czq,4.54,general
1i8h,4.54,general
1lzo,4.54,general
1oko,4.54,general
1w80,4.54,general
2frd,4.54,general
2v96,4.54,general
2w5i,4.54,general
3d9p,4.54,general
3wka,4.54,general
3zn1,4.54,general
4bd3,4.54,general
4m5h,4.54,general
4nw2,4.54,general
4x3t,4.54,general
5b56,4.54,general
5f3z,4.54,general
5gmm,4.54,general
5iop,4.54,general
5opc,4.54,general
5q0t,4.54,general
5tdr,4.54,general
5wg6,4.54,general
5zjf,4.54,general
6e83,4.54,general
6mi6,4.54,general
6mm5,4.54,general
1czo,4.55,general
1h08,4.55,general
1rrw,4.55,general
1utc,4.55,general
2aof,4.55,general
2qn2,4.55,general
2w92,4.55,general
2xag,4.55,general
3adt,4.55,general
3aqa,4.55,general
3as0,4.55,general
3mt8,4.55,general
3oq5,4.55,general
3vby,4.55,general
3zmt,4.55,general
4hkp,4.55,general
4igk,4.55,general
4mx5,4.55,general
4oz3,4.55,general
5tg6,4.55,general
6b7e,4.55,general
6jio,4.55,general
6miq,4.55,general
6pf3,4.55,general
2cgv,4.56,general
3uw9,4.56,general
3ztc,4.56,general
4j73,4.56,general
5c4k,4.56,general
5dp7,4.56,general
5iql,4.56,general
1i41,4.57,general
1uj0,4.57,general
1w2g,4.57,general
2uzj,4.57,general
2uzo,4.57,general
2y2h,4.57,general
2y2n,4.57,general
3n8n,4.57,general
3p4w,4.57,general
3soq,4.57,general
3sym,4.57,general
3wb5,4.57,general
4ciy,4.57,general
4dhr,4.57,general
4erk,4.57,general
4gvd,4.57,general
4i11,4.57,general
4xtm,4.57,general
4zs9,4.57,general
5a3h,4.57,general
5hfb,4.57,general
5q0r,4.57,general
6g07,4.57,general
6nti,4.57,general
2k46,4.58,general
3nc4,4.58,general
3vvz,4.58,general
4qbm,4.58,general
5ei4,4.58,general
5n7g,4.58,general
5wfd,4.58,general
6imi,4.58,general
1d04,4.59,general
1fj4,4.59,general
1iew,4.59,general
1kak,4.59,general
1l2s,4.59,general
1vcj,4.59,general
2c69,4.59,general
2x6f,4.59,general
2x6y,4.59,general
2y2i,4.59,general
2ybs,4.59,general
3f3t,4.59,general
3h2o,4.59,general
3iqh,4.59,general
3msk,4.59,general
3mt9,4.59,general
3ob2,4.59,general
3wq6,4.59,general
4c6v,4.59,general
4dcv,4.59,general
4j74,4.59,general
4nrp,4.59,general
4xbo,4.59,general
4xua,4.59,general
4yh3,4.59,general
4yh4,4.59,general
4zun,4.59,general
5ka3,4.59,general
5ti4,4.59,general
5yco,4.59,general
5yql,4.59,general
6mxb,4.59,general
6nd3,4.59,general
6oa1,4.59,general
1f7b,4.6,general
1q9d,4.6,general
2fsv,4.6,general
2gg8,4.6,general
2hpa,4.6,general
2jaj,4.6,general
2kbr,4.6,general
2ohq,4.6,general
2q80,4.6,general
2r1w,4.6,general
2v87,4.6,general
2w6q,4.6,general
2yof,4.6,general
3cpb,4.6,general
3iqg,4.6,general
3k0h,4.6,general
3lkj,4.6,general
3t2c,4.6,general
4dfb,4.6,general
4dfu,4.6,general
4prd,4.6,general
4prh,4.6,general
4z2p,4.6,general
5ixt,4.6,general
5jpt,4.6,general
5km3,4.6,general
5n1p,4.6,general
5nx9,4.6,general
5oae,4.6,general
